130,5,ham
130,6,chicken
130,7,corned_b
131,1,baguette
131,2,soda
131,3,hering
131,4,cracker
131,5,heineken
131,6,avocado
131,7,chicken
132,1,hering
132,2,corned_b
132,3,olives
132,4,ham
132,5,turkey
132,6,apples
132,7,steak
133,1,soda
133,2,olives
133,3,bourbon
133,4,cracker
133,5,heineken
133,6,ham
133,7,hering
134,1,baguette
134,2,hering
134,3,avocado
134,4,artichok
134,5,heineken
134,6,apples
134,7,turkey
135,1,sardines
135,2,heineken
135,3,chicken
135,4,coke
135,5,ice_crea
135,6,hering
135,7,peppers
136,1,olives
136,2,bourbon
136,3,coke
136,4,turkey
136,5,ice_crea
136,6,cracker
136,7,baguette
137,1,hering
137,2,corned_b
137,3,olives
137,4,ham
137,5,turkey
137,6,chicken
137,7,ice_crea
138,1,sardines
138,2,heineken
138,3,chicken
138,4,coke
138,5,ice_crea
138,6,turkey
138,7,ham
139,1,avocado
139,2,cracker
139,3,artichok
139,4,heineken
139,5,ham
139,6,chicken
139,7,corned_b
140,1,baguette
140,2,hering
140,3,avocado
140,4,artichok
140,5,heineken
140,6,chicken
140,7,peppers
141,1,soda
141,2,olives
141,3,bourbon
141,4,cracker
141,5,heineken
141,6,bordeaux
141,7,avocado
142,1,sardines
142,2,heineken
142,3,chicken
142,4,coke
142,5,ice_crea
142,6,apples
142,7,soda
143,1,avocado
143,2,cracker
143,3,artichok
143,4,heineken
143,5,ham
143,6,bordeaux
143,7,coke
144,1,baguette
144,2,hering
144,3,avocado
144,4,artichok
144,5,heineken
144,6,bourbon
144,7,apples
145,1,hering
145,2,corned_b
145,3,olives
145,4,ham
145,5,turkey
145,6,coke
145,7,heineken
146,1,avocado
146,2,cracker
146,3,artichok
146,4,heineken
146,5,ham
146,6,olives
146,7,chicken
147,1,soda
147,2,olives
147,3,bourbon
147,4,cracker
147,5,heineken
147,6,apples
147,7,corned_b
148,1,olives
148,2,bourbon
148,3,coke
148,4,turkey
148,5,ice_crea
148,6,bordeaux
148,7,soda
149,1,avocado
149,2,cracker
149,3,artichok
149,4,heineken
149,5,ham
149,6,steak
149,7,chicken
150,1,hering
150,2,corned_b
150,3,olives
150,4,ham
150,5,turkey
150,6,soda
150,7,cracker
151,1,corned_b
151,2,peppers
151,3,bourbon
151,4,cracker
151,5,chicken
151,6,steak
151,7,apples
152,1,baguette
152,2,soda
152,3,hering
152,4,cracker
152,5,heineken
152,6,avocado
152,7,turkey
153,1,olives
153,2,bourbon
153,3,coke
153,4,turkey
153,5,ice_crea
153,6,artichok
153,7,apples
154,1,baguette
154,2,sardines
154,3,apples
154,4,peppers
154,5,avocado
154,6,steak
154,7,turkey
155,1,corned_b
155,2,peppers
155,3,bourbon
155,4,cracker
155,5,chicken
155,6,sardines
155,7,olives
156,1,baguette
156,2,hering
156,3,avocado
156,4,artichok
156,5,heineken
156,6,olives
156,7,bourbon
157,1,avocado
157,2,cracker
157,3,artichok
157,4,heineken
157,5,ham
157,6,turkey
157,7,ice_crea
158,1,corned_b
158,2,peppers
158,3,bourbon
158,4,cracker
158,5,chicken
158,6,hering
158,7,sardines
159,1,hering
159,2,corned_b
159,3,olives
159,4,ham
159,5,turkey
159,6,artichok
159,7,chicken
160,1,hering
160,2,corned_b
160,3,apples
160,4,olives
160,5,steak
160,6,peppers
160,7,peppers
161,1,baguette
161,2,sardines
161,3,apples
161,4,peppers
161,5,avocado
161,6,olives
161,7,artichok
162,1,baguette
162,2,hering
162,3,avocado
162,4,artichok
162,5,heineken
162,6,chicken
162,7,bourbon
163,1,baguette
163,2,sardines
163,3,apples
163,4,peppers
163,5,avocado
163,6,ham
163,7,coke
164,1,sardines
164,2,heineken
164,3,chicken
164,4,coke
164,5,ice_crea
164,6,bourbon
164,7,avocado
165,1,avocado
165,2,cracker
165,3,artichok
165,4,heineken
165,5,ham
165,6,bordeaux
165,7,chicken
166,1,hering
166,2,corned_b
166,3,olives
166,4,ham
166,5,turkey
166,6,soda
166,7,peppers
167,1,corned_b
167,2,peppers
167,3,bourbon
167,4,cracker
167,5,chicken
167,6,hering
167,7,soda
168,1,hering
168,2,corned_b
168,3,olives
168,4,ham
168,5,turkey
168,6,ice_crea
168,7,sardines
169,1,avocado
169,2,cracker
169,3,artichok
169,4,heineken
169,5,ham
169,6,bourbon
169,7,soda
170,1,avocado
170,2,cracker
170,3,artichok
170,4,heineken
170,5,ham
170,6,sardines
170,7,peppers
171,1,corned_b
171,2,peppers
171,3,bourbon
171,4,cracker
171,5,chicken
171,6,heineken
171,7,ham
172,1,baguette
172,2,hering
172,3,avocado
172,4,artichok
172,5,heineken
172,6,olives
172,7,peppers
173,1,soda
173,2,olives
173,3,bourbon
173,4,cracker
173,5,heineken
173,6,corned_b
173,7,baguette
174,1,olives
174,2,bourbon
174,3,coke
174,4,turkey
174,5,ice_crea
174,6,steak
174,7,heineken
175,1,baguette
175,2,soda
175,3,hering
175,4,cracker
175,5,heineken
175,6,bourbon
175,7,corned_b
176,1,sardines
176,2,heineken
176,3,chicken
176,4,coke
176,5,ice_crea
176,6,cracker
176,7,ham
177,1,hering
177,2,corned_b
177,3,apples
177,4,olives
177,5,steak
177,6,avocado
177,7,avocado
178,1,corned_b
178,2,peppers
178,3,bourbon
178,4,cracker
178,5,chicken
178,6,ham
178,7,hering
179,1,baguette
179,2,soda
179,3,hering
179,4,cracker
179,5,heineken
179,6,olives
179,7,ice_crea
180,1,olives
180,2,bourbon
180,3,coke
180,4,turkey
180,5,ice_crea
180,6,peppers
180,7,steak
181,1,hering
181,2,corned_b
181,3,apples
181,4,olives
181,5,steak
181,6,bourbon
181,7,heineken
182,1,baguette
182,2,sardines
182,3,apples
182,4,peppers
182,5,avocado
182,6,cracker
182,7,olives
183,1,corned_b
183,2,peppers
183,3,bourbon
183,4,cracker
183,5,chicken
183,6,turkey
183,7,apples
184,1,avocado
184,2,cracker
184,3,artichok
184,4,heineken
184,5,ham
184,6,steak
184,7,soda
185,1,hering
185,2,corned_b
185,3,olives
185,4,ham
185,5,turkey
185,6,baguette
185,7,heineken
186,1,avocado
186,2,cracker
186,3,artichok
186,4,heineken
186,5,ham
186,6,apples
186,7,chicken
187,1,baguette
187,2,soda
187,3,hering
187,4,cracker
187,5,heineken
187,6,bordeaux
187,7,coke
188,1,sardines
188,2,heineken
188,3,chicken
188,4,coke
188,5,ice_crea
188,6,hering
188,7,bourbon
189,1,sardines
189,2,heineken
189,3,chicken
189,4,coke
189,5,ice_crea
189,6,hering
189,7,apples
190,1,olives
190,2,bourbon
190,3,coke
190,4,turkey
190,5,ice_crea
190,6,cracker
190,7,steak
191,1,hering
191,2,corned_b
191,3,apples
191,4,olives
191,5,steak
191,6,bourbon
191,7,peppers
192,1,avocado
192,2,cracker
192,3,artichok
192,4,heineken
192,5,ham
192,6,bourbon
192,7,hering
193,1,baguette
193,2,hering
193,3,avocado
193,4,artichok
193,5,heineken
193,6,bordeaux
193,7,sardines
194,1,olives
194,2,bourbon
194,3,coke
194,4,turkey
194,5,ice_crea
194,6,bordeaux
194,7,heineken
195,1,hering
195,2,corned_b
195,3,olives
195,4,ham
195,5,turkey
195,6,ice_crea
195,7,soda
196,1,hering
196,2,corned_b
196,3,apples
196,4,olives
196,5,steak
196,6,heineken
196,7,ham
197,1,olives
197,2,bourbon
197,3,coke
197,4,turkey
197,5,ice_crea
197,6,peppers
197,7,artichok
198,1,sardines
198,2,heineken
198,3,chicken
198,4,coke
198,5,ice_crea
198,6,bordeaux
198,7,olives
199,1,olives
199,2,bourbon
199,3,coke
199,4,turkey
199,5,ice_crea
199,6,heineken
199,7,cracker
200,1,corned_b
200,2,peppers
200,3,bourbon
200,4,cracker
200,5,chicken
200,6,ham
200,7,soda
201,1,baguette
201,2,hering
201,3,avocado
201,4,artichok
201,5,heineken
201,6,steak
201,7,sardines
202,1,hering
202,2,corned_b
202,3,apples
202,4,olives
202,5,steak
202,6,chicken
202,7,coke
203,1,baguette
203,2,sardines
203,3,apples
203,4,peppers
203,5,avocado
203,6,heineken
203,7,ice_crea
204,1,hering
204,2,corned_b
204,3,olives
204,4,ham
204,5,turkey
204,6,avocado
204,7,steak
205,1,avocado
205,2,cracker
205,3,artichok
205,4,heineken
205,5,ham
205,6,ice_crea
205,7,sardines
206,1,hering
206,2,corned_b
206,3,apples
206,4,olives
206,5,steak
206,6,sardines
206,7,bourbon
207,1,baguette
207,2,sardines
207,3,apples
207,4,peppers
207,5,avocado
207,6,steak
207,7,ice_crea
208,1,avocado
208,2,cracker
208,3,artichok
208,4,heineken
208,5,ham
208,6,sardines
208,7,corned_b
209,1,corned_b
209,2,peppers
209,3,bourbon
209,4,cracker
209,5,chicken
209,6,coke
209,7,hering
210,1,baguette
210,2,sardines
210,3,apples
210,4,peppers
210,5,avocado
210,6,corned_b
210,7,soda
211,1,avocado
211,2,cracker
211,3,artichok
211,4,heineken
211,5,ham
211,6,soda
211,7,coke
212,1,baguette
212,2,hering
212,3,avocado
212,4,artichok
212,5,heineken
212,6,soda
212,7,ice_crea
213,1,baguette
213,2,hering
213,3,avocado
213,4,artichok
213,5,heineken
213,6,chicken
213,7,coke
214,1,sardines
214,2,heineken
214,3,chicken
214,4,coke
214,5,ice_crea
214,6,artichok
214,7,baguette
215,1,olives
215,2,bourbon
215,3,coke
215,4,turkey
215,5,ice_crea
215,6,heineken
215,7,baguette
216,1,hering
216,2,corned_b
216,3,apples
216,4,olives
216,5,steak
216,6,cracker
216,7,chicken
217,1,baguette
217,2,hering
217,3,avocado
217,4,artichok
217,5,heineken
217,6,apples
217,7,peppers
218,1,hering
218,2,corned_b
218,3,apples
218,4,olives
218,5,steak
218,6,ham
218,7,heineken
219,1,hering
219,2,corned_b
219,3,apples
219,4,olives
219,5,steak
219,6,bordeaux
219,7,avocado
220,1,sardines
220,2,heineken
220,3,chicken
220,4,coke
220,5,ice_crea
220,6,olives
220,7,soda
221,1,soda
221,2,olives
221,3,bourbon
221,4,cracker
221,5,heineken
221,6,turkey
221,7,steak
222,1,soda
222,2,olives
222,3,bourbon
222,4,cracker
222,5,heineken
222,6,turkey
222,7,corned_b
223,1,hering
223,2,corned_b
223,3,apples
223,4,olives
223,5,steak
223,6,sardines
223,7,ice_crea
224,1,soda
224,2,olives
224,3,bourbon
224,4,cracker
224,5,heineken
224,6,sardines
224,7,chicken
225,1,sardines
225,2,heineken
225,3,chicken
225,4,coke
225,5,ice_crea
225,6,apples
225,7,artichok
226,1,corned_b
226,2,peppers
226,3,bourbon
226,4,cracker
226,5,chicken
226,6,turkey
226,7,apples
227,1,olives
227,2,bourbon
227,3,coke
227,4,turkey
227,5,ice_crea
227,6,ham
227,7,baguette
228,1,baguette
228,2,soda
228,3,hering
228,4,cracker
228,5,heineken
228,6,turkey
228,7,turkey
229,1,olives
229,2,bourbon
229,3,coke
229,4,turkey
229,5,ice_crea
229,6,artichok
229,7,apples
230,1,avocado
230,2,cracker
230,3,artichok
230,4,heineken
230,5,ham
230,6,turkey
230,7,olives
231,1,hering
231,2,corned_b
231,3,apples
231,4,olives
231,5,steak
231,6,avocado
231,7,bourbon
232,1,baguette
232,2,hering
232,3,avocado
232,4,artichok
232,5,heineken
232,6,soda
232,7,olives
233,1,hering
233,2,corned_b
233,3,apples
233,4,olives
233,5,steak
233,6,peppers
233,7,peppers
234,1,hering
234,2,corned_b
234,3,apples
234,4,olives
234,5,steak
234,6,artichok
234,7,avocado
235,1,baguette
235,2,hering
235,3,avocado
235,4,artichok
235,5,heineken
235,6,cracker
235,7,apples
236,1,avocado
236,2,cracker
236,3,artichok
236,4,heineken
236,5,ham
236,6,bordeaux
236,7,steak
237,1,baguette
237,2,hering
237,3,avocado
237,4,artichok
237,5,heineken
237,6,bourbon
237,7,ham
238,1,avocado
238,2,cracker
238,3,artichok
238,4,heineken
238,5,ham
238,6,bourbon
238,7,apples
239,1,hering
239,2,corned_b
239,3,apples
239,4,olives
239,5,steak
239,6,baguette
239,7,bourbon
240,1,baguette
240,2,sardines
240,3,apples
240,4,peppers
240,5,avocado
240,6,olives
240,7,cracker
241,1,baguette
241,2,sardines
241,3,apples
241,4,peppers
241,5,avocado
241,6,bourbon
241,7,bourbon
242,1,sardines
242,2,heineken
242,3,chicken
242,4,coke
242,5,ice_crea
242,6,peppers
242,7,bourbon
243,1,sardines
243,2,heineken
243,3,chicken
243,4,coke
243,5,ice_crea
243,6,hering
243,7,apples
244,1,avocado
244,2,cracker
244,3,artichok
244,4,heineken
244,5,ham
244,6,apples
244,7,ice_crea
245,1,sardines
245,2,heineken
245,3,chicken
245,4,coke
245,5,ice_crea
245,6,bourbon
245,7,artichok
246,1,olives
246,2,bourbon
246,3,coke
246,4,turkey
246,5,ice_crea
246,6,baguette
246,7,steak
247,1,olives
247,2,bourbon
247,3,coke
247,4,turkey
247,5,ice_crea
247,6,cracker
247,7,chicken
248,1,baguette
248,2,hering
248,3,avocado
248,4,artichok
248,5,heineken
248,6,steak
248,7,corned_b
249,1,sardines
249,2,heineken
249,3,chicken
249,4,coke
249,5,ice_crea
249,6,apples
249,7,turkey
250,1,olives
250,2,bourbon
250,3,coke
250,4,turkey
250,5,ice_crea
250,6,soda
250,7,sardines
251,1,hering
251,2,corned_b
251,3,apples
251,4,olives
251,5,steak
251,6,bordeaux
251,7,artichok
252,1,avocado
252,2,cracker
252,3,artichok
252,4,heineken
252,5,ham
252,6,corned_b
252,7,chicken
253,1,baguette
253,2,soda
253,3,hering
253,4,cracker
253,5,heineken
253,6,avocado
253,7,artichok
254,1,olives
254,2,bourbon
254,3,coke
254,4,turkey
254,5,ice_crea
